AccNo,Name,ID,Contact,Email,Balance,Type
ACC-BR01-12471,,,,,0,0
ACC-BR01-37482,,,,,0,0
ACC-BR01-19220,,,,,0,0
ACC-BR01-22511,,,,,0,0
ACC-BR01-41008,,,,,0,0
ACC-BR01-26098,,,,,0,0
ACC-BR01-18324,,,,,0,0
ACC-BR01-40165,,,,,0,0
ACC-BR01-38609,,,,,0,0
ACC-BR01-32119,,,,,0,0
ACC-BR01-34755,,,,,0,0
ACC-BR01-24833,,,,,0,0
ACC-BR01-21523,,,,,0,0
ACC-BR01-37153,,,,,0,0
ACC-BR01-27135,,,,,0,0
ACC-BR01-33444,,,,,0,0
ACC-BR01-40542,,,,,0,0
ACC-BR01-14250,,,,,0,0
ACC-BR01-16350,,,,,0,0
ACC-BR01-36100,,,,,0,0
ACC-BR01-28561,,,,,0,0
ACC-BR01-30433,,,,,0,0
ACC-BR01-25256,,,,,0,0
ACC-BR01-28842,,,,,0,0
ACC-BR01-29054,,,,,0,0
ACC-BR01-42026,,,,,0,0
ACC-BR01-38872,,,,,0,0
ACC-BR01-35826,,,,,0,0
ACC-BR01-19051,,,,,0,0
ACC-BR01-38140,,,,,0,0
ACC-BR01-17822,,,,,0,0
ACC-BR01-33678,,,,,0,0
ACC-BR01-14738,,,,,0,0
ACC-BR01-40801,,,,,0,0
ACC-BR01-30559,,,,,0,0
ACC-BR01-27395,,,,,0,0
ACC-BR01-33697,,,,,0,0
ACC-BR01-27258,,,,,0,0
ACC-BR01-12852,,,,,0,0
ACC-BR01-15658,,,,,0,0
ACC-BR01-12091,,,,,0,0
ACC-BR01-36601,,,,,0,0
ACC-BR01-39271,,,,,0,0
ACC-BR01-42160,,,,,0,0
ACC-BR01-37238,,,,,0,0
ACC-BR01-34724,,,,,0,0
ACC-BR01-25337,,,,,0,0
ACC-BR01-38039,,,,,0,0
ACC-BR01-10843,,,,,0,0
ACC-BR01-29145,,,,,0,0
ACC-BR01-39967,,,,,0,0
ACC-BR01-12466,,,,,0,0
ACC-BR01-20841,,,,,0,0
ACC-BR01-40453,,,,,0,0
ACC-BR01-15808,,,,,0,0
ACC-BR01-34349,,,,,0,0
ACC-BR01-12818,,,,,0,0
ACC-BR01-28715,,,,,0,0
ACC-BR01-37112,,,,,0,0
ACC-BR01-37891,,,,,0,0
ACC-BR01-38972,,,,,0,0
ACC-BR01-36963,,,,,0,0
ACC-BR01-25497,,,,,0,0
ACC-BR01-41862,,,,,0,0
ACC-BR01-36033,,,,,0,0
ACC-BR01-27480,,,,,0,0
ACC-BR01-36005,,,,,0,0
ACC-BR01-28891,,,,,0,0
ACC-BR01-16880,,,,,0,0
ACC-BR01-33481,,,,,0,0
ACC-BR01-16596,,,,,0,0
ACC-BR01-41851,,,,,0,0
ACC-BR01-20490,,,,,0,0
ACC-BR01-36361,,,,,0,0
ACC-BR01-14100,,,,,0,0
ACC-BR01-38579,,,,,0,0
ACC-BR01-16838,,,,,0,0
ACC-BR01-27263,,,,,0,0
ACC-BR01-40196,,,,,0,0
ACC-BR01-29220,,,,,0,0
ACC-BR01-28877,,,,,0,0
ACC-BR01-23591,,,,,0,0
ACC-BR01-23417,,,,,0,0
ACC-BR01-37444,,,,,0,0
ACC-BR01-12862,,,,,0,0
ACC-BR01-40463,,,,,0,0
ACC-BR01-11001,,,,,0,0
ACC-BR01-16603,,,,,0,0
ACC-BR01-21291,,,,,0,0
ACC-BR01-17115,,,,,0,0
ACC-BR01-30786,,,,,0,0
ACC-BR01-15751,,,,,0,0
ACC-BR01-25883,,,,,0,0
ACC-BR01-25921,,,,,0,0
ACC-BR01-39108,,,,,0,0
ACC-BR01-38457,,,,,0,0
ACC-BR01-23174,,,,,0,0
ACC-BR01-10382,,,,,0,0
ACC-BR01-20259,,,,,0,0
ACC-BR01-20406,,,,,0,0
ACC-BR01-29532,,,,,0,0
ACC-BR01-35103,,,,,0,0
ACC-BR01-40886,,,,,0,0
ACC-BR01-24086,,,,,0,0
ACC-BR01-31102,,,,,0,0
ACC-BR01-31977,,,,,0,0
ACC-BR01-29963,,,,,0,0
ACC-BR01-27976,,,,,0,0
ACC-BR01-19779,,,,,0,0
ACC-BR01-25585,,,,,0,0
ACC-BR01-37985,,,,,0,0
ACC-BR01-31117,,,,,0,0
ACC-BR01-16885,,,,,0,0
ACC-BR01-18644,,,,,0,0
ACC-BR01-25131,,,,,0,0
ACC-BR01-14328,,,,,0,0
ACC-BR01-19025,,,,,0,0
ACC-BR01-28993,,,,,0,0
ACC-BR01-30356,,,,,0,0
ACC-BR01-20212,,,,,0,0
ACC-BR01-29962,,,,,0,0
ACC-BR01-15994,,,,,0,0
ACC-BR01-33270,,,,,0,0
ACC-BR01-24254,,,,,0,0
ACC-BR01-14663,,,,,0,0
ACC-BR01-24023,,,,,0,0
ACC-BR01-33121,,,,,0,0
ACC-BR01-23015,,,,,0,0
ACC-BR01-37664,,,,,0,0
ACC-BR01-18755,,,,,0,0
ACC-BR01-17178,,,,,0,0
ACC-BR01-11732,,,,,0,0
ACC-BR01-28709,,,,,0,0
ACC-BR01-38845,,,,,0,0
ACC-BR01-15130,,,,,0,0
ACC-BR01-15165,,,,,0,0
ACC-BR01-27608,,,,,0,0
ACC-BR01-40407,,,,,0,0
ACC-BR01-10123,,,,,0,0
ACC-BR01-40625,,,,,0,0
ACC-BR01-23598,,,,,0,0
ACC-BR01-24123,,,,,0,0
ACC-BR01-34126,,,,,0,0
ACC-BR01-18704,,,,,0,0
ACC-BR01-11793,,,,,0,0
ACC-BR01-18977,,,,,0,0
ACC-BR01-21624,,,,,0,0
ACC-BR01-26640,,,,,0,0
ACC-BR01-37345,,,,,0,0
ACC-BR01-20954,,,,,0,0
ACC-BR01-11472,,,,,0,0
ACC-BR01-40633,,,,,0,0
ACC-BR01-30702,,,,,0,0
ACC-BR01-17737,,,,,0,0
ACC-BR01-41554,,,,,0,0
ACC-BR01-36329,,,,,0,0
ACC-BR01-23808,,,,,0,0
ACC-BR01-33892,,,,,0,0
ACC-BR01-31151,,,,,0,0
ACC-BR01-11473,,,,,0,0
ACC-BR01-26320,,,,,0,0
ACC-BR01-32695,,,,,0,0
ACC-BR01-11467,,,,,0,0
ACC-BR01-29045,,,,,0,0
ACC-BR01-20620,,,,,0,0
ACC-BR01-35041,,,,,0,0
ACC-BR01-16190,,,,,0,0
ACC-BR01-18736,,,,,0,0
ACC-BR01-10070,,,,,0,0
ACC-BR01-29462,,,,,0,0
ACC-BR01-25300,,,,,0,0
ACC-BR01-24877,,,,,0,0
ACC-BR01-22213,,,,,0,0
ACC-BR01-33691,,,,,0,0
ACC-BR01-27661,,,,,0,0
ACC-BR01-16112,,,,,0,0
ACC-BR01-34147,,,,,0,0
ACC-BR01-12877,,,,,0,0
ACC-BR01-38557,,,,,0,0
ACC-BR01-10443,,,,,0,0
ACC-BR01-16686,,,,,0,0
ACC-BR01-14874,,,,,0,0
ACC-BR01-39405,,,,,0,0
ACC-BR01-24169,,,,,0,0
ACC-BR01-31768,,,,,0,0
ACC-BR01-31110,,,,,0,0
ACC-BR01-36248,,,,,0,0
ACC-BR01-41287,,,,,0,0
ACC-BR01-22662,,,,,0,0
ACC-BR01-41768,,,,,0,0
ACC-BR01-40431,,,,,0,0
ACC-BR01-36149,,,,,0,0
ACC-BR01-17876,,,,,0,0
ACC-BR01-15915,,,,,0,0
ACC-BR01-36981,,,,,0,0
ACC-BR01-16602,,,,,0,0
ACC-BR01-27856,,,,,0,0
ACC-BR01-30413,,,,,0,0
ACC-BR01-39012,,,,,0,0
ACC-BR01-22061,,,,,0,0
ACC-BR01-27706,,,,,0,0
ACC-BR01-16099,,,,,0,0
ACC-BR01-31526,,,,,0,0
ACC-BR01-11005,,,,,0,0
ACC-BR01-25931,,,,,0,0
ACC-BR01-15955,,,,,0,0
ACC-BR01-34013,,,,,0,0
ACC-BR01-31082,,,,,0,0
ACC-BR01-22571,,,,,0,0
ACC-BR01-37784,,,,,0,0
ACC-BR01-19676,,,,,0,0
ACC-BR01-16489,,,,,0,0
ACC-BR01-20600,,,,,0,0
ACC-BR01-25666,,,,,0,0
ACC-BR01-18987,,,,,0,0
ACC-BR01-31812,,,,,0,0
ACC-BR01-25030,,,,,0,0
ACC-BR01-15731,,,,,0,0
ACC-BR01-14343,,,,,0,0
ACC-BR01-12056,,,,,0,0
ACC-BR01-29722,,,,,0,0
ACC-BR01-17508,,,,,0,0
ACC-BR01-19039,,,,,0,0
ACC-BR01-14677,,,,,0,0
ACC-BR01-24686,,,,,0,0
ACC-BR01-14046,,,,,0,0
ACC-BR01-12889,,,,,0,0
ACC-BR01-33346,,,,,0,0
ACC-BR01-23857,,,,,0,0
ACC-BR01-15297,,,,,0,0
ACC-BR01-29387,,,,,0,0
ACC-BR01-28790,,,,,0,0
ACC-BR01-15043,,,,,0,0
ACC-BR01-33664,,,,,0,0
ACC-BR01-33986,,,,,0,0
ACC-BR01-12896,,,,,0,0
ACC-BR01-28669,,,,,0,0
ACC-BR01-14498,,,,,0,0
ACC-BR01-19454,,,,,0,0
ACC-BR01-22208,,,,,0,0
ACC-BR01-30375,,,,,0,0
ACC-BR01-16451,,,,,0,0
ACC-BR01-23412,,,,,0,0
ACC-BR01-13611,,,,,0,0
ACC-BR01-30720,,,,,0,0
ACC-BR01-19089,,,,,0,0
ACC-BR01-35275,,,,,0,0
ACC-BR01-42635,,,,,0,0
ACC-BR01-18746,,,,,0,0
ACC-BR01-13136,,,,,0,0
ACC-BR01-21983,,,,,0,0
ACC-BR01-36252,,,,,0,0
ACC-BR01-14331,,,,,0,0
ACC-BR01-12886,,,,,0,0
ACC-BR01-39745,,,,,0,0
ACC-BR01-12145,,,,,0,0
ACC-BR01-42717,,,,,0,0
ACC-BR01-23568,,,,,0,0
ACC-BR01-38581,,,,,0,0
ACC-BR01-23533,,,,,0,0
ACC-BR01-31215,,,,,0,0
ACC-BR01-29179,,,,,0,0
ACC-BR01-15027,,,,,0,0
ACC-BR01-26186,,,,,0,0
ACC-BR01-21298,,,,,0,0
ACC-BR01-33579,,,,,0,0
ACC-BR01-21479,,,,,0,0
ACC-BR01-28054,,,,,0,0
ACC-BR01-40732,,,,,0,0
ACC-BR01-23752,,,,,0,0
ACC-BR01-32177,,,,,0,0
ACC-BR01-30000,,,,,0,0
ACC-BR01-28953,,,,,0,0
ACC-BR01-19084,,,,,0,0
ACC-BR01-26277,,,,,0,0
ACC-BR01-19792,,,,,0,0
ACC-BR01-12293,,,,,0,0
ACC-BR01-10055,,,,,0,0
ACC-BR01-25868,,,,,0,0
ACC-BR01-19324,,,,,0,0
ACC-BR01-37555,,,,,0,0
ACC-BR01-15707,,,,,0,0
ACC-BR01-23393,,,,,0,0
ACC-BR01-21268,,,,,0,0
ACC-BR01-27753,,,,,0,0
ACC-BR01-30528,,,,,0,0
ACC-BR01-27860,,,,,0,0
ACC-BR01-11719,,,,,0,0
ACC-BR01-18786,,,,,0,0
ACC-BR01-24577,,,,,0,0
ACC-BR01-33227,,,,,0,0
ACC-BR01-13339,,,,,0,0
ACC-BR01-23370,,,,,0,0
ACC-BR01-29629,,,,,0,0
ACC-BR01-40028,,,,,0,0
ACC-BR01-17897,,,,,0,0
ACC-BR01-13766,,,,,0,0
ACC-BR01-16423,,,,,0,0
ACC-BR01-31957,,,,,0,0
ACC-BR01-37599,,,,,0,0
ACC-BR01-23273,,,,,0,0
ACC-BR01-21766,,,,,0,0
ACC-BR01-38453,,,,,0,0
ACC-BR01-13052,,,,,0,0
ACC-BR01-38848,,,,,0,0
ACC-BR01-33973,,,,,0,0
ACC-BR01-21167,,,,,0,0
ACC-BR01-36632,,,,,0,0
ACC-BR01-12487,,,,,0,0
ACC-BR01-29860,,,,,0,0
ACC-BR01-10286,,,,,0,0
ACC-BR01-39257,,,,,0,0
ACC-BR01-24177,,,,,0,0
ACC-BR01-32214,,,,,0,0
ACC-BR01-31947,,,,,0,0
ACC-BR01-21951,,,,,0,0
ACC-BR01-39333,,,,,0,0
ACC-BR01-23905,,,,,0,0
ACC-BR01-23385,,,,,0,0
ACC-BR01-12953,,,,,0,0
ACC-BR01-14395,,,,,0,0
ACC-BR01-13553,,,,,0,0
ACC-BR01-30682,,,,,0,0
ACC-BR01-12557,,,,,0,0
ACC-BR01-22915,,,,,0,0
ACC-BR01-23366,,,,,0,0
ACC-BR01-33799,,,,,0,0
ACC-BR01-23956,,,,,0,0
ACC-BR01-41662,,,,,0,0
ACC-BR01-31921,,,,,0,0
ACC-BR01-21452,,,,,0,0
ACC-BR01-39035,,,,,0,0
ACC-BR01-19363,,,,,0,0
ACC-BR01-35739,,,,,0,0
ACC-BR01-20938,,,,,0,0
ACC-BR01-11876,,,,,0,0
ACC-BR01-31452,,,,,0,0
ACC-BR01-33021,,,,,0,0
ACC-BR01-17363,,,,,0,0
ACC-BR01-16579,,,,,0,0
ACC-BR01-29318,,,,,0,0
ACC-BR01-27881,,,,,0,0
ACC-BR01-24433,,,,,0,0
ACC-BR01-32353,,,,,0,0
ACC-BR01-36021,,,,,0,0
ACC-BR01-22272,,,,,0,0
ACC-BR01-11871,,,,,0,0
ACC-BR01-11229,,,,,0,0
ACC-BR01-34797,,,,,0,0
ACC-BR01-28410,,,,,0,0
ACC-BR01-17167,,,,,0,0
ACC-BR01-31782,,,,,0,0
ACC-BR01-41898,,,,,0,0
ACC-BR01-36129,,,,,0,0
ACC-BR01-15650,,,,,0,0
ACC-BR01-14594,,,,,0,0
ACC-BR01-36057,,,,,0,0
ACC-BR01-33494,,,,,0,0
ACC-BR01-40435,,,,,0,0
ACC-BR01-15242,,,,,0,0
ACC-BR01-39517,,,,,0,0
ACC-BR01-15115,,,,,0,0
ACC-BR01-27917,,,,,0,0
ACC-BR01-13483,,,,,0,0
ACC-BR01-22923,,,,,0,0
ACC-BR01-10951,,,,,0,0
ACC-BR01-11440,,,,,0,0
ACC-BR01-17830,,,,,0,0
ACC-BR01-27309,,,,,0,0
ACC-BR01-37285,,,,,0,0
ACC-BR01-40528,,,,,0,0
ACC-BR01-26769,,,,,0,0
ACC-BR01-11651,,,,,0,0
ACC-BR01-35413,,,,,0,0
ACC-BR01-22294,,,,,0,0
ACC-BR01-10453,,,,,0,0
ACC-BR01-15806,,,,,0,0
ACC-BR01-27417,,,,,0,0
ACC-BR01-42077,,,,,0,0
ACC-BR01-11182,,,,,0,0
ACC-BR01-16259,,,,,0,0
ACC-BR01-30281,,,,,0,0
ACC-BR01-16437,,,,,0,0
ACC-BR01-34990,,,,,0,0
ACC-BR01-31726,,,,,0,0
ACC-BR01-23248,,,,,0,0
ACC-BR01-21988,,,,,0,0
ACC-BR01-29242,,,,,0,0
ACC-BR01-19852,,,,,0,0
ACC-BR01-33965,,,,,0,0
ACC-BR01-22112,,,,,0,0
ACC-BR01-11787,,,,,0,0
ACC-BR01-23776,,,,,0,0
ACC-BR01-15731,,,,,0,0
ACC-BR01-40151,,,,,0,0
ACC-BR01-23982,,,,,0,0
ACC-BR01-11487,,,,,0,0
ACC-BR01-40138,,,,,0,0
ACC-BR01-25383,,,,,0,0
ACC-BR01-38660,,,,,0,0
ACC-BR01-30580,,,,,0,0
ACC-BR01-18668,,,,,0,0
ACC-BR01-34406,,,,,0,0
ACC-BR01-19651,,,,,0,0
ACC-BR01-23037,,,,,0,0
ACC-BR01-34600,,,,,0,0
ACC-BR01-39771,,,,,0,0
ACC-BR01-34548,,,,,0,0
ACC-BR01-20940,,,,,0,0
ACC-BR01-40034,,,,,0,0
ACC-BR01-21251,,,,,0,0
ACC-BR01-27507,,,,,0,0
ACC-BR01-34983,,,,,0,0
ACC-BR01-32144,,,,,0,0
ACC-BR01-12046,,,,,0,0
ACC-BR01-38513,,,,,0,0
ACC-BR01-29000,,,,,0,0
ACC-BR01-20543,,,,,0,0
ACC-BR01-34399,,,,,0,0
ACC-BR01-17141,,,,,0,0
ACC-BR01-13277,,,,,0,0
ACC-BR01-15116,,,,,0,0
ACC-BR01-22927,,,,,0,0
ACC-BR01-17239,,,,,0,0
ACC-BR01-27273,,,,,0,0
ACC-BR01-34348,,,,,0,0
ACC-BR01-30570,,,,,0,0
ACC-BR01-18884,,,,,0,0
ACC-BR01-11745,,,,,0,0
ACC-BR01-35812,,,,,0,0
ACC-BR01-29040,,,,,0,0
ACC-BR01-32957,,,,,0,0
ACC-BR01-29040,,,,,0,0
ACC-BR01-30994,,,,,0,0
ACC-BR01-24662,,,,,0,0
ACC-BR01-29592,,,,,0,0
ACC-BR01-12340,,,,,0,0
ACC-BR01-23970,,,,,0,0
ACC-BR01-30851,,,,,0,0
ACC-BR01-18173,,,,,0,0
ACC-BR01-26911,,,,,0,0
ACC-BR01-36121,,,,,0,0
ACC-BR01-28307,,,,,0,0
ACC-BR01-16746,,,,,0,0
ACC-BR01-27543,,,,,0,0
ACC-BR01-20238,,,,,0,0
ACC-BR01-11223,,,,,0,0
ACC-BR01-41904,,,,,0,0
ACC-BR01-29686,,,,,0,0
ACC-BR01-24492,,,,,0,0
ACC-BR01-21203,,,,,0,0
ACC-BR01-20852,,,,,0,0
ACC-BR01-38923,,,,,0,0
ACC-BR01-16434,,,,,0,0
ACC-BR01-37823,,,,,0,0
ACC-BR01-18863,,,,,0,0
ACC-BR01-33687,,,,,0,0
ACC-BR01-22387,,,,,0,0
ACC-BR01-20742,,,,,0,0
ACC-BR01-28462,,,,,0,0
ACC-BR01-34000,,,,,0,0
ACC-BR01-25174,,,,,0,0
ACC-BR01-37834,,,,,0,0
ACC-BR01-41234,,,,,0,0
ACC-BR01-26849,,,,,0,0
ACC-BR01-13399,,,,,0,0
ACC-BR01-20574,,,,,0,0
ACC-BR01-41808,,,,,0,0
ACC-BR01-10345,,,,,0,0
ACC-BR01-18436,,,,,0,0
ACC-BR01-31435,,,,,0,0
ACC-BR01-22323,,,,,0,0
ACC-BR01-25592,,,,,0,0
ACC-BR01-40832,,,,,0,0
ACC-BR01-27468,,,,,0,0
ACC-BR01-17366,,,,,0,0
ACC-BR01-12437,,,,,0,0
ACC-BR01-29956,,,,,0,0
ACC-BR01-37586,,,,,0,0
ACC-BR01-28330,,,,,0,0
ACC-BR01-13370,,,,,0,0
ACC-BR01-15193,,,,,0,0
ACC-BR01-32640,,,,,0,0
ACC-BR01-33782,,,,,0,0
ACC-BR01-37462,,,,,0,0
ACC-BR01-28255,,,,,0,0
ACC-BR01-12592,,,,,0,0
ACC-BR01-20305,,,,,0,0
ACC-BR01-10314,,,,,0,0
ACC-BR01-13194,,,,,0,0
ACC-BR01-15852,,,,,0,0
ACC-BR01-33834,,,,,0,0
ACC-BR01-39405,,,,,0,0
ACC-BR01-19039,,,,,0,0
ACC-BR01-18038,,,,,0,0
ACC-BR01-22081,,,,,0,0
ACC-BR01-11784,,,,,0,0
ACC-BR01-19707,,,,,0,0
ACC-BR01-15040,,,,,0,0
ACC-BR01-25132,,,,,0,0
ACC-BR01-31450,,,,,0,0
ACC-BR01-16525,,,,,0,0
ACC-BR01-28277,,,,,0,0
ACC-BR01-26067,,,,,0,0
ACC-BR01-25237,,,,,0,0
ACC-BR01-30167,,,,,0,0
ACC-BR01-32110,,,,,0,0
ACC-BR01-18676,,,,,0,0
ACC-BR01-24544,,,,,0,0
ACC-BR01-14768,,,,,0,0
ACC-BR01-32830,,,,,0,0
ACC-BR01-30111,,,,,0,0
ACC-BR01-41555,,,,,0,0
ACC-BR01-21893,,,,,0,0
ACC-BR01-37031,,,,,0,0
ACC-BR01-32955,,,,,0,0
ACC-BR01-31486,,,,,0,0
ACC-BR01-24532,,,,,0,0
ACC-BR01-40482,,,,,0,0
ACC-BR01-41599,,,,,0,0
ACC-BR01-39138,,,,,0,0
ACC-BR01-23727,,,,,0,0
ACC-BR01-37467,,,,,0,0
ACC-BR01-32506,,,,,0,0
ACC-BR01-38262,,,,,0,0
ACC-BR01-11839,,,,,0,0
ACC-BR01-17842,,,,,0,0
ACC-BR01-16012,,,,,0,0
ACC-BR01-20772,,,,,0,0
ACC-BR01-21823,,,,,0,0
ACC-BR01-17340,,,,,0,0
ACC-BR01-30315,,,,,0,0
ACC-BR01-40905,,,,,0,0
ACC-BR01-33149,,,,,0,0
ACC-BR01-24511,,,,,0,0
ACC-BR01-24863,,,,,0,0
ACC-BR01-17720,,,,,0,0
ACC-BR01-29276,,,,,0,0
ACC-BR01-39226,,,,,0,0
ACC-BR01-26373,,,,,0,0
ACC-BR01-16824,,,,,0,0
ACC-BR01-10068,,,,,0,0
ACC-BR01-20571,,,,,0,0
ACC-BR01-30416,,,,,0,0
ACC-BR01-28290,,,,,0,0
ACC-BR01-24688,,,,,0,0
ACC-BR01-19079,,,,,0,0
ACC-BR01-11779,,,,,0,0
ACC-BR01-27204,,,,,0,0
ACC-BR01-28367,,,,,0,0
ACC-BR01-34517,,,,,0,0
ACC-BR01-20857,,,,,0,0
ACC-BR01-21920,,,,,0,0
ACC-BR01-21797,,,,,0,0
ACC-BR01-25235,,,,,0,0
ACC-BR01-38365,,,,,0,0
ACC-BR01-24493,,,,,0,0
ACC-BR01-14391,,,,,0,0
ACC-BR01-36288,,,,,0,0
ACC-BR01-14386,,,,,0,0
ACC-BR01-41589,,,,,0,0
ACC-BR01-40802,,,,,0,0
ACC-BR01-20368,,,,,0,0
ACC-BR01-26189,,,,,0,0
ACC-BR01-20341,,,,,0,0
ACC-BR01-34068,,,,,0,0
ACC-BR01-39659,,,,,0,0
ACC-BR01-30550,,,,,0,0
ACC-BR01-11297,,,,,0,0
ACC-BR01-14161,,,,,0,0
ACC-BR01-29423,,,,,0,0
ACC-BR01-29770,,,,,0,0
ACC-BR01-24157,,,,,0,0
ACC-BR01-34863,,,,,0,0
ACC-BR01-40809,,,,,0,0
ACC-BR01-28796,,,,,0,0
ACC-BR01-35077,,,,,0,0
ACC-BR01-20059,,,,,0,0
ACC-BR01-12640,,,,,0,0
ACC-BR01-12815,,,,,0,0
ACC-BR01-14438,,,,,0,0
ACC-BR01-13714,,,,,0,0
ACC-BR01-22410,,,,,0,0
ACC-BR01-10877,,,,,0,0
ACC-BR01-40643,,,,,0,0
ACC-BR01-24361,,,,,0,0
ACC-BR01-33492,,,,,0,0
ACC-BR01-16148,,,,,0,0
ACC-BR01-41169,,,,,0,0
ACC-BR01-21126,,,,,0,0
ACC-BR01-23263,,,,,0,0
ACC-BR01-24948,,,,,0,0
ACC-BR01-12859,,,,,0,0
ACC-BR01-15780,,,,,0,0
ACC-BR01-33406,,,,,0,0
ACC-BR01-30738,,,,,0,0
ACC-BR01-33311,,,,,0,0
ACC-BR01-34195,,,,,0,0
ACC-BR01-11321,,,,,0,0
ACC-BR01-38584,,,,,0,0
ACC-BR01-30606,,,,,0,0
ACC-BR01-42741,,,,,0,0
ACC-BR01-32461,,,,,0,0
ACC-BR01-34562,,,,,0,0
ACC-BR01-32272,,,,,0,0
ACC-BR01-26242,,,,,0,0
ACC-BR01-18857,,,,,0,0
ACC-BR01-41187,,,,,0,0
ACC-BR01-41502,,,,,0,0
ACC-BR01-20869,,,,,0,0
ACC-BR01-35186,,,,,0,0
ACC-BR01-29470,,,,,0,0
ACC-BR01-32166,,,,,0,0
ACC-BR01-36445,,,,,0,0
ACC-BR01-15488,,,,,0,0
ACC-BR01-15309,,,,,0,0
ACC-BR01-29835,,,,,0,0
ACC-BR01-31997,,,,,0,0
ACC-BR01-34655,,,,,0,0
ACC-BR01-12510,,,,,0,0
ACC-BR01-16674,,,,,0,0
ACC-BR01-10092,,,,,0,0
ACC-BR01-10575,,,,,0,0
ACC-BR01-39056,,,,,0,0
ACC-BR01-20662,,,,,0,0
ACC-BR01-33349,,,,,0,0
ACC-BR01-16581,,,,,0,0
ACC-BR01-12795,,,,,0,0
ACC-BR01-28677,,,,,0,0
ACC-BR01-32056,,,,,0,0
ACC-BR01-24551,,,,,0,0
ACC-BR01-28037,,,,,0,0
ACC-BR01-18369,,,,,0,0
ACC-BR01-25480,,,,,0,0
ACC-BR01-28948,,,,,0,0
ACC-BR01-30062,,,,,0,0
ACC-BR01-10512,,,,,0,0
ACC-BR01-35980,,,,,0,0
ACC-BR01-27482,,,,,0,0
ACC-BR01-34373,,,,,0,0
ACC-BR01-10764,,,,,0,0
ACC-BR01-23598,,,,,0,0
ACC-BR01-22270,,,,,0,0
ACC-BR01-38768,,,,,0,0
ACC-BR01-37444,,,,,0,0
ACC-BR01-37742,,,,,0,0
ACC-BR01-41463,,,,,0,0
ACC-BR01-21416,,,,,0,0
ACC-BR01-38713,,,,,0,0
ACC-BR01-28895,,,,,0,0
ACC-BR01-17523,,,,,0,0
ACC-BR01-24955,,,,,0,0
ACC-BR01-26849,,,,,0,0
ACC-BR01-41257,,,,,0,0
ACC-BR01-13649,,,,,0,0
ACC-BR01-31688,,,,,0,0
ACC-BR01-36391,,,,,0,0
ACC-BR01-32646,,,,,0,0
ACC-BR01-11941,,,,,0,0
ACC-BR01-23110,,,,,0,0
ACC-BR01-37225,,,,,0,0
ACC-BR01-42566,,,,,0,0
ACC-BR01-16951,,,,,0,0
ACC-BR01-27134,,,,,0,0
ACC-BR01-31993,,,,,0,0
ACC-BR01-20299,,,,,0,0
ACC-BR01-15876,,,,,0,0
ACC-BR01-21964,,,,,0,0
ACC-BR01-10141,,,,,0,0
ACC-BR01-33932,,,,,0,0
ACC-BR01-24764,,,,,0,0
ACC-BR01-24290,,,,,0,0
ACC-BR01-20752,,,,,0,0
ACC-BR01-41110,,,,,0,0
ACC-BR01-24130,,,,,0,0
ACC-BR01-34117,,,,,0,0
ACC-BR01-36478,,,,,0,0
ACC-BR01-40711,,,,,0,0
ACC-BR01-13360,,,,,0,0
ACC-BR01-32846,,,,,0,0
ACC-BR01-34571,,,,,0,0
ACC-BR01-15634,,,,,0,0
ACC-BR01-20048,,,,,0,0
ACC-BR01-34603,,,,,0,0
ACC-BR01-32845,,,,,0,0
ACC-BR01-27134,,,,,0,0
ACC-BR01-31524,,,,,0,0
ACC-BR01-26971,,,,,0,0
ACC-BR01-15053,,,,,0,0
ACC-BR01-34726,,,,,0,0
ACC-BR01-12382,,,,,0,0
ACC-BR01-30517,,,,,0,0
ACC-BR01-40586,,,,,0,0
ACC-BR01-31482,,,,,0,0
ACC-BR01-40808,,,,,0,0
ACC-BR01-14946,,,,,0,0
ACC-BR01-14198,,,,,0,0
ACC-BR01-35964,,,,,0,0
ACC-BR01-39390,,,,,0,0
ACC-BR01-32350,,,,,0,0
ACC-BR01-33272,,,,,0,0
ACC-BR01-39109,,,,,0,0
ACC-BR01-17935,,,,,0,0
ACC-BR01-10491,,,,,0,0
ACC-BR01-34664,,,,,0,0
ACC-BR01-37118,,,,,0,0
ACC-BR01-41856,,,,,0,0
ACC-BR01-25310,,,,,0,0
ACC-BR01-19094,,,,,0,0
ACC-BR01-19303,,,,,0,0
ACC-BR01-24425,,,,,0,0
ACC-BR01-36864,,,,,0,0
ACC-BR01-33859,,,,,0,0
ACC-BR01-41939,,,,,0,0
ACC-BR01-31030,,,,,0,0
ACC-BR01-38958,,,,,0,0
ACC-BR01-12198,,,,,0,0
ACC-BR01-27689,,,,,0,0
ACC-BR01-14088,,,,,0,0
ACC-BR01-32650,,,,,0,0
ACC-BR01-26344,,,,,0,0
ACC-BR01-11493,,,,,0,0
ACC-BR01-27185,,,,,0,0
ACC-BR01-20232,,,,,0,0
ACC-BR01-36777,,,,,0,0
ACC-BR01-13718,,,,,0,0
ACC-BR01-33723,,,,,0,0
ACC-BR01-19697,,,,,0,0
ACC-BR01-22393,,,,,0,0
ACC-BR01-32093,,,,,0,0
ACC-BR01-30945,,,,,0,0
ACC-BR01-34147,,,,,0,0
ACC-BR01-32863,,,,,0,0
ACC-BR01-21364,,,,,0,0
ACC-BR01-30612,,,,,0,0
